,"0.42302823683216906","0.5492759020921789","0.6","53","22","18","7","6.511440873910997E9","7.215148589570948E9","97.06295541524455","0","0.9959349593495935","0.9908256880733946","0.990990990990991","0.929718875502008","2","9","3","0.7471264367816093","0.4755944643226788","0.6444966603938777","0.86","76","23","0","1","6.034602344908269E9","1.680128623633296E10","91.94668896680575","0","0.9973190348525469","0.9917355371900827","0","0.9899396378269618","7","13","4","0.7208803986511628","0.48322285929127284","0.5999246436225246","0.77","75","10","12","3","6.175754457023416E9","2.1756759742808937E10","89.79326617945871","0","0.997289972899729","0.9848484848484849","0.9803921568627451","0.9698795180722891","10","15","17","0.7926352657022222","0.5116319084461272","0.6146214741387068","0.77","61","24","11","4","6.340510746305242E9","2.8592774779141907E10","84.63833983716302","0","0.996551724137931","0.9919354838709677","0.984375","0.9595959595959596","7","38","18","0.8317885672703599"
,"0.423028236832169","0.5492759020921791","0.6","53","22","18","7","6.209893373910999E9","7.215148589570947E9","97.06295541524455","0","0.9962406015037594","0.9908256880733946","0.989010989010989","0.929718875502008","2","9","3","0.7528735632183909","0.4755944643226784","0.644496660393878","0.86","75","24","0","1","5.668732344908268E9","1.6801286236332958E10","91.94668896680577","0","0.9973544973544973","0.9913793103448276","0","0.9899396378269618","7","13","4","0.7037541528139535","0.4832228592912729","0.5999246436225244","0.77","73","11","13","3","5.825441957023416E9","2.1756759742808933E10","89.7132513596006","0","0.9973262032085561","0.9803921568627451","0.9836065573770492","0.9698795180722891","10","15","19","0.8288638371222222","0.5116319084461274","0.6146214741387067","0.77","64","22","10","4","6.013753246305238E9","2.85927747791419E10","84.16121929461352","0","0.9967213114754099","0.9915966386554622","0.9814814814814815","0.9595959595959596","7","40","20","0.842494123626199"
,"0.3950712161141861","0.5492759020921791","0.53","53","22","18","7","5.724277238268816E9","7.677585224322372E9","97.06295541524455","0","0.9962406015037594","0.9908256880733946","0.989010989010989","0.929718875502008","2","9","3","0.7795698924731183","0.4536374436046954","0.644496660393878","0.79","76","23","0","1","5.131250058825533E9","1.7969804143236485E10","91.49951499053911","0","0.9973190348525469","0.9917355371900827","0","0.9899396378269618","7","16","4","0.7441860465116279","0.4612658385732896","0.5999246436225244","0.72","75","10","12","3","5.309145786135526E9","2.359640858127963E10","89.56449268074887","0","0.9972527472527473","0.9821428571428571","0.9848484848484849","0.9698795180722891","10","16","19","0.838422035480859","0.4896748877281442","0.6146214741387068","0.73","67","19","10","4","5.524311563943113E9","3.570469551101028E10","83.42971859462594","0","0.9968553459119497","0.9908256880733946","0.9803921568627451","0.9595959595959596","8","42","22","0.8305480682839173"
,"0.3950712161141858","0.549275902092179","0.53","52","22","19","7","5.422729738268815E9","7.677585224322372E9","96.80687985234424","0","0.9962406015037594","0.9908256880733946","0.989010989010989","0.929718875502008","2","9","5","0.7937108566145833","0.4536374436046956","0.6444966603938778","0.79","78","21","0","1","4.765380058825534E9","1.796980414323649E10","91.37121958779834","0","0.9973544973544973","0.9913793103448276","0","0.9899396378269618","8","16","4","0.8196320346222944","0.46329333826987257","0.6066829759444685","0.72","75","13","9","3","4.958833286135525E9","2.3596408581279625E10","89.43645489929871","0","0.9973262032085561","0.9803921568627451","0.9836065573770492","0.9698795180722891","10","16","19","0.8960885491089745","0.49085125031640475","0.6185426827662421","0.74","70","17","9","4","5.187459063943112E9","3.570469551101028E10","82.8621035671905","0","0.996996996996997","0.9893617021276596","0.9803921568627451","0.9595959595959596","9","42","23","0.8985140221722944"
,"0.395071216114186","0.5492759020921791","0.53","41","33","19","7","5.123489738268815E9","7.677585224322372E9","96.80687985234425","0","0.9961685823754789","0.9908256880733946","0.9895833333333334","0.929718875502008","2","9","5","0.7510322851458334","0.45363744360469505","0.6444966603938778","0.79","71","28","0","1","4.396395058825532E9","1.7969804143236485E10","91.37121958779835","0","0.9974226804123711","0.9905660377358491","0","0.9899396378269618","8","16","4","0.7828354978257576","0.46329333826987246","0.6066829759444687","0.72","65","22","10","3","4.606270786135527E9","2.359640858127963E10","89.28044683199012","0","0.9973262032085561","0.9848484848484849","0.9782608695652174","0.9698795180722891","10","17","20","0.806007325974359","0.4934725730178129","0.6272804251042685","0.75","63","25","8","4","4.845184063943114E9","3.570469551101028E10","82.60772340975248","0","0.9971098265895953","0.9883720930232558","0.9782608695652174","0.9595959595959596","9","43","24","0.7605768140436507"
,"0.39507121611418605","0.549275902092179","0.53","43","33","17","7","4.841382238268817E9","7.6775852243223715E9","96.75483531834459","0","0.9951456310679612","0.9939024390243902","0.9895833333333334","0.929718875502008","3","9","5","0.742377187969697","0.45363744360469516","0.6444966603938777","0.79","56","43","0","1","4.0383125588255315E9","1.7969804143236485E10","91.24292418505752","0","0.9971671388101983","0.9929078014184397","0","0.9899396378269618","8","17","4","0.8359794371515151","0.4632933382698725","0.6066829759444686","0.72","55","34","8","3","4.270033286135527E9","2.359640858127963E10","89.15240905053997","0","0.9969135802469136","0.990990990990991","0.9803921568627451","0.9698795180722891","10","17","21","0.7822313796736875","0.4934725730178126","0.6272804251042686","0.75","54","34","8","4","4.513061563943116E9","3.5704695511010284E10","82.16892215032146","0","0.9967845659163987","0.9920634920634921","0.975609756097561","0.9595959595959596","9","44","26","0.7861011904608844"
,"0.3744262614558618","0.5492759020921791","0.51","44","36","13","7","4.371903843048886E9","9.491561469279184E9","96.37072197399412","0","0.9953703703703703","0.9939024390243902","0.9883720930232558","0.929718875502008","4","10","6","0.5276190476060607","0.4299924889463713","0.6444966603938777","0.76","42","57","0","1","3.5313940079433465E9","1.9312295277238956E10","90.98633337957595","0","0.9964028776978417","0.9953703703703703","0","0.9899396378269618","8","18","4","0.7496645021060605","0.4456483836115487","0.6066829759444685","0.7","42","47","9","2","3.779532010451039E9","2.5682893790746677E10","88.76829570618953","0","0.9963768115942029","0.9940828402366864","0.975609756097561","0.9698795180722891","11","18","21","0.699835496564713","0.47882761835948856","0.6272804251042685","0.71","47","41","9","3","4.0406557464684834E9","3.979440027233074E10","81.8589346588948","0","0.9962546816479401","0.9941176470588236","0.975609756097561","0.9595959595959596","9","46","27","0.7863895050498867"
,"0.37442626145586166","0.5492759020921789","0.51","41","39","13","7","4.080623843048886E9","9.491561469279186E9","96.07755026303704","0","0.995475113122172","0.994413407821229","0.9848484848484849","0.929718875502008","4","12","7","0.5219047618921568","0.4299924889463712","0.6444966603938778","0.76","36","63","0","1","3.218479007943348E9","1.9312295277238956E10","90.87590850309826","0","0.995260663507109","0.9964664310954063","0","0.9899396378269618","8","19","4","0.7057034631742425","0.4456483836115484","0.6066829759444685","0.7","31","57","10","2","3.4758670104510384E9","2.568289379074668E10","88.32748314707783","0","0.995260663507109","0.9957264957264957","0.9782608695652174","0.9799196787148594","11","21","22","0.6188426699551284","0.4788276183594884","0.6272804251042685","0.71","40","48","9","3","3.7317032464684834E9","3.9794400272330734E10","81.5639861496895","0","0.9956896551724138","0.9951219512195122","0.9782608695652174","0.9696969696969697","9","48","28","0.7097976436431405"
,"0.3744262614558616","0.5492759020921791","0.51","40","39","14","7","3.7940163430488853E9","9.491561469279186E9","95.9673471232591","0","0.9951456310679612","0.9948453608247423","0.9848484848484849","0.929718875502008","4","13","7","0.5415387894313725","0.42999248894637127","0.6444966603938777","0.76","36","63","0","1","2.914909007943348E9","1.931229527723896E10","90.21335924423222","0","0.994475138121547","0.9968051118210862","0","0.9899396378269618","8","25","4","0.7244444444444444","0.4456483836115487","0.6066829759444685","0.7","32","56","10","2","3.19008451045104E9","2.568289379074668E10","88.32748314707784","0","0.9935897435897436","0.9964788732394366","0.9803921568627451","0.9799196787148594","11","21","22","0.5989583333333333","0.47882761835948817","0.6272804251042686","0.71","41","48","8","3","3.4336532464684825E9","3.979440027233074E10","81.23137303690523","0","0.9949238578680203","0.9958333333333333","0.9782608695652174","0.9696969696969697","9","48","31","0.6888640873015873"
,"0.37442626145586166","0.549275902092179","0.51","37","42","14","7","3.5097163430488863E9","9.491561469279184E9","95.74694084370327","0","0.9950248756218906","0.9948453608247423","0.9859154929577465","0.929718875502008","4","13","9","0.540686274509804","0.4299924889463711","0.6444966603938778","0.76","32","67","0","1","2.611339007943347E9","1.931229527723896E10","90.10293436775454","0","0.994475138121547","0.9968051118210862","0","0.9899396378269618","8","26","4","0.7118730158444445","0.4456483836115487","0.6066829759444685","0.7","32","58","8","2","2.9027445104510403E9","2.568289379074668E10","88.1893097214415","0","0.9937888198757764","0.996415770609319","0.9803921568627451","0.9799196787148594","12","22","22","0.6514131393218696","0.47882761835948856","0.6272804251042685","0.71","39","49","9","3","3.1332957464684844E9","3.9794400272330734E10","80.78788888652623","0","0.995049504950495","0.9958333333333333","0.975609756097561","0.9696969696969697","10","50","32","0.6985008749662699"
,"0.36349273644995816","0.5492759020921791","0.48","35","45","13","7","3.061010363854965E9","1.1942825193206013E10","95.43593449107397","0.008032128514056224","0.967741935483871","0.9952153110047847","0.9859154929577465","0.9196787148594378","5","14","10","0.5875910364019609","0.41305896394046776","0.644496660393878","0.69","26","73","0","1","2.1458521317714097E9","2.22040734709516E10","89.88208461479921","0.002012072434607646","0.9937888198757764","0.996996996996997","0","0.9899396378269618","8","28","4","0.7284761904380953","0.4287148586056451","0.6066829759444687","0.66","33","57","8","2","2.451214276937328E9","2.8068882696859905E10","87.85870030210775","0.004016064257028112","0.9937888198757764","0.9965397923875432","0.975609756097561","0.9799196787148594","12","25","22","0.5828556731334508","0.47089409335358473","0.6272804251042683","0.72","37","51","9","3","2.685828274661662E9","4.4394799521742035E10","80.0945228582153","0","0.9947916666666666","0.9959183673469387","0.9782608695652174","0.9696969696969697","10","52","34","0.6648922902341271"
,"0.3634927364499581","0.5492759020921791","0.48","35","45","13","7","2.804035363854965E9","1.1942825193206013E10","95.12340604091372","0.008032128514056224","0.8522727272727273","0.9955357142857143","0.9848484848484849","0.8795180722891566","6","15","12","0.6553571428571427","0.4130589639404678","0.6444966603938777","0.69","24","75","0","1","1.8619146317714097E9","2.2204073470951603E10","89.50617153187588","0.002012072434607646","0.9541984732824428","0.9972451790633609","0","0.9798792756539235","8","31","4","0.7144841269841271","0.4287148586056453","0.6066829759444685","0.66","30","60","8","2","2.168931776937327E9","2.8068882696859898E10","87.69108214927257","0.004016064257028112","0.9337349397590361","0.9964788732394366","0.975609756097561","0.9598393574297188","12","26","23","0.6518636096255144","0.4708940933535852","0.6272804251042686","0.72","34","54","9","3","2.396508274661663E9","4.439479952174204E10","79.40266837257347","0","0.967391304347826","0.996078431372549","0.9772727272727273","0.9595959595959596","10","57","36","0.7616475095563765"
,"0.36349273644995816","0.5492759020921791","0.48","36","45","12","7","2.5470603638549666E9","1.1942825193206013E10","94.93370059804585","0.008032128514056224","0.8522727272727273","0.9955357142857143","0.9848484848484849","0.8795180722891566","8","15","12","0.6812885154061625","0.4130589639404678","0.6444966603938778","0.69","21","78","0","1","1.5810921317714093E9","2.22040734709516E10","89.41112795989581","0.002012072434607646","0.9504132231404959","0.9973190348525469","0","0.9798792756539235","8","32","4","0.7462557318938271","0.4287148586056451","0.6066829759444685","0.66","29","62","7","2","1.891321776937328E9","2.8068882696859898E10","87.50137670640468","0.004016064257028112","0.9271523178807947","0.9966555183946488","0.975609756097561","0.9598393574297188","12","27","24","0.7054247501152263","0.470894093353585","0.6272804251042685","0.72","27","61","9","3","2.1118607746616626E9","4.439479952174204E10","78.97287649349325","0","0.9644970414201184","0.9962962962962963","0.9772727272727273","0.9595959595959596","10","60","37","0.8287187804272031"
,"0.3634927364499581","0.5492759020921792","0.48","35","43","15","7","2.2918353638549657E9","1.1942825193206015E10","94.78715995325551","0.008032128514056224","0.8287292817679558","0.9955357142857143","0.9836065573770492","0.8694779116465864","8","18","12","0.6686795239762304","0.4130589639404677","0.6444966603938778","0.69","17","79","3","1","1.3211721317714097E9","2.22040734709516E10","89.03095367197544","0.002012072434607646","0.7547169811320755","0.9974226804123711","0","0.9396378269617707","8","36","4","0.7128226362729468","0.42871485860564507","0.6066829759444686","0.66","29","62","7","2","1.6307492769373274E9","2.8068882696859898E10","87.40652398497075","0.004016064257028112","0.7876712328767124","0.9967637540453075","0.9722222222222222","0.9196787148594378","12","28","24","0.6674224241431511","0.47089409335358495","0.6272804251042685","0.72","25","61","11","3","1.8584032746616616E9","4.439479952174204E10","78.65845393151379","0","0.7720588235294118","0.9966996699669967","0.9772727272727273","0.9090909090909091","10","63","38","0.7420151341336204"
,"0.36175366854983343","0.5492759020921791","0.48","49","29","15","7","6.564653727582286E9","1.5006089042882242E10","94.14527819325063","0","0.6818181818181818","0.9953271028037384","0.9868421052631579","0.8192771084337349","10","19","15","0.7442073351129253","0.40531989604034324","0.6444966603938775","0.66","39","57","3","1","5.327583684855569E9","2.6278557251291916E10","88.2927368273949","0","0.5232558139534884","0.9847328244274809","0.9375","0.8993963782696177","10","42","4","0.6848084886128364","0.4119757907055204","0.6066829759444685","0.64","48","43","7","2","5.574507304558119E9","2.9605534464123817E10","87.25962672953715","0.002008032128514056","0.684931506849315","0.9967637540453075","0.9722222222222222","0.8895582329317269","12","30","24","0.7295524691358024","0.45415502545346004","0.6272804251042684","0.71","39","46","12","3","5.365297373926653E9","4.974741640070137E10","77.99309902025541","0","0.6746031746031746","0.9801980198019802","0.8888888888888888","0.8686868686868687","10","69","40","0.7692093319779392"
,"0.3617536685498334","0.549275902092179","0.48","55","25","13","7","6.267086227582287E9","1.500608904288224E10","93.97089943541945","0","0.9959349593495935","0.9930555555555556","0.9868421052631579","0.929718875502008","11","19","17","0.5807359307359308","0.405319896040343","0.6444966603938778","0.66","52","44","3","1","5.021591184855566E9","2.627855725129192E10","88.21093206688373","0","0.9948979591836735","0.9964664310954063","0.9375","0.9899396378269618","11","42","4","0.6234989648033126","0.41197579070552054","0.6066829759444687","0.64","57","36","5","2","5.25999730455812E9","2.960553446412382E10","86.85142425991806","0.002008032128514056","0.99581589958159","0.9953703703703703","0.9722222222222222","0.9799196787148594","12","34","24","0.7011632862942386","0.4541550254534601","0.6272804251042684","0.71","49","38","10","3","5.071054873926653E9","4.974741640070137E10","77.81766342146767","0","0.9948717948717949","0.9956331877729258","0.9830508474576272","0.9696969696969697","10","72","40","0.7617970259423045"
,"0.3617536685498334","0.549275902092179","0.48","58","22","13","7","5.958673727582284E9","1.5006089042882238E10","93.8981340040182","0","0.9963768115942029","0.9919354838709677","0.9848484848484849","0.929718875502008","11","19","18","0.5047619047619047","0.40531989604034313","0.6444966603938777","0.66","55","41","3","1","4.695351184855568E9","2.627855725129192E10","87.93749122125057","0","0.9961389961389961","0.9954545454545455","0.9375","0.9899396378269618","12","45","4","0.7414166666666666","0.4119757907055204","0.6066829759444687","0.64","64","30","4","2","4.92996980455812E9","2.9605534464123817E10","86.58219278065299","0.002008032128514056","0.9964788732394366","0.994475138121547","0.9615384615384616","0.9799196787148594","13","37","24","0.6813131313131313","0.4541550254534603","0.6272804251042686","0.71","52","36","9","3","4.759737373926655E9","4.9747416400701355E10","77.6809320028385","0","0.9959183673469387","0.9947089947089947","0.9795918367346939","0.9696969696969697","10","75","40","0.7431268495953727"
,"0.36175366854983354","0.5492759020921791","0.48","59","22","12","7","5.645588727582289E9","1.5006089042882244E10","93.89813400401823","0","0.9965635738831615","0.9908256880733946","0.9848484848484849","0.929718875502008","11","19","18","0.5358974358974359","0.40531989604034313","0.6444966603938778","0.66","55","41","3","1","4.364438684855568E9","2.627855725129192E10","87.8276598966398","0","0.9963503649635036","0.9951219512195122","0.9375","0.9899396378269618","12","47","4","0.747861111111111","0.41197579070552043","0.6066829759444686","0.64","63","31","4","2","4.588289804558122E9","2.9605534464123825E10","86.50942734925171","0.002008032128514056","0.9968652037617555","0.9933774834437086","0.9523809523809523","0.9799196787148594","13","38","24","0.701225108217316","0.4541550254534603","0.6272804251042685","0.71","51","37","9","3","4.442997373926656E9","4.974741640070136E10","76.82961617584458","0","0.9961538461538462","0.994413407821229","0.9772727272727273","0.9696969696969697","10","84","42","0.7353785879772562"
,"0.34476409536100044","0.5492759020921792","0.42","62","19","12","7","1.0756582136319786E10","1.5868257086333256E10","93.89813400401822","0","0.9966216216216216","0.9908256880733946","0.9836065573770492","0.929718875502008","11","19","18","0.5755782312925171","0.39133032285151004","0.6444966603938777","0.61","61","35","3","1","9.098591511419163E9","2.7645085859324104E10","87.7458551361286","0","0.9963503649635036","0.9951219512195122","0.9375","0.9899396378269618","12","48","4","0.8059346405228759","0.4009862175166873","0.6066829759444686","0.62","67","27","4","2","9.224132647193935E9","3.2098077217061897E10","86.2645058674803","0","0.9968152866242038","0.9935897435897436","0.9523809523809523","0.9799196787148594","13","40","25","0.7245670995670995","0.44316545226462717","0.6272804251042685","0.68","59","30","8","3","8.515223349391915E9","5.3986870572261024E10","76.28444451165025","0","0.996078431372549","0.9945652173913043","0.9772727272727273","0.9696969696969697","13","86","42","0.7936706349206349"
,"0.3447640953610002","0.5492759020921791","0.42","63","18","12","7","1.0436517136319786E10","1.5868257086333258E10","93.68732813105967","0","0.9967845659163987","0.9893617021276596","0.9836065573770492","0.929718875502008","12","19","20","0.6023809523809524","0.39133032285150976","0.6444966603938777","0.61","64","32","3","1","8.758334011419159E9","2.76450858593241E10","87.74585513612863","0","0.9966996699669967","0.9943181818181818","0.9375","0.9899396378269618","12","48","4","0.8233333333333333","0.4009862175166873","0.6066829759444685","0.62","67","27","4","2","8.87778014719394E9","3.20980772170619E10","86.12396861884127","0","0.9970059880239521","0.9926470588235294","0.9523809523809523","0.9799196787148594","13","41","26","0.6973597187412975","0.44316545226462717","0.6272804251042685","0.68","61","28","8","3","8.186830849391915E9","5.3986870572261024E10","76.07236102734048","0","0.9966101694915255","0.9932885906040269","0.9743589743589743","0.9696969696969697","14","88","42","0.7478526625704046"
,"0.3447640953610003","0.5492759020921789","0.42","63","18","12","7","1.0114894636319792E10","1.5868257086333252E10","93.68732813105967","0","0.9968354430379747","0.9887640449438202","0.9836065573770492","0.929718875502008","12","19","20","0.5766666666666667","0.3913303228515098","0.6444966603938778","0.61","66","30","3","1","8.41340401141916E9","2.7645085859324093E10","87.62329587487518","0","0.9968553459119497","0.9937888198757764","0.9375","0.9899396378269618","12","50","4","0.8646897546897547","0.4009862175166871","0.6066829759444684","0.62","69","25","4","2","8.531427647193938E9","3.2098077217061905E10","85.76366591809405","0","0.9970059880239521","0.9926470588235294","0.9523809523809523","0.9799196787148594","14","44","27","0.7170843776106933","0.44316545226462717","0.6272804251042686","0.68","63","26","8","3","7.855323349391916E9","5.398687057226101E10","75.97352672982811","0","0.9967213114754099","0.9928057553956835","0.9743589743589743","0.9696969696969697","14","90","42","0.8168410778289811"
,"0.34476409536100033","0.5492759020921789","0.42","63","18","12","7","9.793272136319786E9","1.5868257086333256E10","93.61705950674016","0","0.9968354430379747","0.9887640449438202","0.9836065573770492","0.929718875502008","12","19","21","0.5766666666666667","0.3913303228515098","0.6444966603938778","0.61","67","29","3","1","8.065359011419156E9","2.7645085859324097E10","87.6232958748752","0","0.9969512195121951","0.9933774834437086","0.9375","0.9899396378269618","12","50","4","0.8639722943551515","0.40098621751668717","0.6066829759444685","0.62","71","23","4","2","8.181960147193939E9","3.20980772170619E10","85.76366591809405","0","0.997093023255814","0.9920634920634921","0.9523809523809523","0.9799196787148594","14","44","27","0.7620691881143009","0.44316545226462745","0.6272804251042685","0.68","70","20","7","3","7.523200849391918E9","5.398687057226102E10","75.72554512468037","0","0.9968253968253968","0.9534883720930233","0.9743589743589743","0.9595959595959596","15","92","43","0.8500435227785457"
,"0.33014103420131435","0.5492759020921791","0.37","67","17","9","7","1.6449654944880009E10","1.6554363850809994E10","93.61705950674016","0","0.9968354430379747","0.9887640449438202","0.9836065573770492","0.929718875502008","12","19","21","0.6977380952380953","0.3797072616918241","0.6444966603938778","0.54","74","24","1","1","1.4241629030038591E10","2.7940144935932663E10","87.62329587487521","0","0.996996996996997","0.9931506849315068","0.9375","0.9899396378269618","12","50","4","0.88","0.3863631563570013","0.6066829759444685","0.56","73","21","4","2","1.4221495065553308E10","3.3484994738615135E10","85.69339729377452","0","0.9971751412429378","0.9482758620689655","0.9523809523809523","0.9698795180722891","15","44","27","0.7634562911466038","0.4285423911049412","0.6272804251042684","0.63","76","16","5","3","1.2791400979167429E10","5.559579219105652E10","75.61769694753866","0","0.9971264367816092","0.9405940594059405","0.9705882352941176","0.9595959595959596","16","93","44","0.7995295698924731"
,"0.3301410342013146","0.5492759020921791","0.37","66","18","9","7","1.6119552444880005E10","1.6554363850809994E10","93.61705950674018","0","0.9970238095238095","0.9880952380952381","0.9782608695652174","0.929718875502008","12","19","21","0.6638839535691876","0.37970726169182406","0.6444966603938775","0.54","70","28","1","1","1.3879624030038593E10","2.7940144935932667E10","87.62329587487521","0","0.9972826086956522","0.9917355371900827","0.8333333333333334","0.9899396378269618","12","50","4","0.82491428568","0.3863631563570013","0.6066829759444683","0.56","74","21","3","2","1.3868297565553305E10","3.3484994738615135E10","85.68443771462485","0","0.9972527472527473","0.9433962264150944","0.9523809523809523","0.9698795180722891","15","45","27","0.7923558897243107","0.4285423911049412","0.6272804251042686","0.63","76","15","6","3","1.2436780979167437E10","5.55957921910565E10","75.61769694753868","0","0.9973544973544973","0.9259259259259259","0.9583333333333334","0.9595959595959596","16","93","44","0.7997296986455026"
,"0.33014103420131446","0.5492759020921789","0.37","65","19","9","7","1.5791007444880007E10","1.6554363850809996E10","93.61705950674019","0","0.9969788519637462","0.9887640449438202","0.9782608695652174","0.929718875502008","12","19","21","0.7222966519818861","0.3797072616918242","0.6444966603938777","0.54","71","27","1","1","1.3523849030038593E10","2.794014493593267E10","87.62329587487521","0","0.9971264367816092","0.9929078014184397","0.8333333333333334","0.9899396378269618","12","50","4","0.82","0.38636315635700136","0.6066829759444687","0.56","75","20","3","2","1.3512792565553307E10","3.3484994738615128E10","85.62395694918065","0","0.997289972899729","0.9433962264150944","0.9375","0.9698795180722891","15","46","27","0.7906432748538011","0.42854239110494113","0.6272804251042686","0.63","75","17","5","3","1.2085410979167435E10","5.559579219105652E10","75.55684963200089","0","0.9973544973544973","0.8552631578947368","0.9655172413793104","0.9494949494949495","16","94","44","0.8077135298427816"
,"0.3301410342013144","0.5492759020921794","0.37","64","20","9","7","1.5464019944880003E10","1.6554363850809994E10","93.61705950674022","0","0.9969325153374233","0.9893617021276596","0.9782608695652174","0.929718875502008","12","19","21","0.7231836734571429","0.3797072616918239","0.644496660393878","0.54","71","27","1","1","1.3166516530038591E10","2.7940144935932663E10","87.5020909606248","0","0.9971671388101983","0.9926470588235294","0.8333333333333334","0.9899396378269618","12","52","4","0.81","0.38636315635700136","0.6066829759444686","0.56","75","20","3","2","1.3157480065553305E10","3.3484994738615128E10","85.56347618373643","0","0.9973262032085561","0.9405940594059405","0.625","0.9598393574297188","15","47","27","0.7736133262449052","0.4285423911049412","0.6272804251042685","0.63","74","18","5","3","1.1736598479167437E10","5.559579219105652E10","75.43515500092522","0","0.9973190348525469","0.872093023255814","0.75","0.9393939393939394","16","95","45","0.8072222222086167"
,"0.31755484882142115","0.5492759020921791","0.36","64","20","9","7","2.2083038655716717E10","1.6554363850809996E10","93.61705950674019","0","0.9968847352024922","0.98989898989899","0.9782608695652174","0.929718875502008","12","19","21","0.7572263993316625","0.37012107631193075","0.6444966603938778","0.53","71","27","1","1","1.928228353193958E10","2.8364848853315636E10","87.44148850349966","0","0.9971671388101983","0.9926470588235294","0.8333333333333334","0.9899396378269618","12","53","4","0.86","0.3767769709771081","0.6066829759444686","0.54","78","17","3","2","1.9141226565520348E10","3.3931116860792458E10","85.50299541829223","0","0.9973262032085561","0.9405940594059405","0.625","0.9598393574297188","16","47","27","0.8087010455431508","0.4219562057250478","0.6272804251042684","0.63","76","16","5","3","1.6946598097541061E10","5.6164480631358284E10","75.37430768538741","0","0.9972826086956522","0.8791208791208791","0.75","0.9393939393939394","17","95","45","0.7996031746031746"
,"0.31755484882142115","0.5492759020921789","0.36","64","20","9","7","2.175760865571672E10","1.6554363850809996E10","93.61705950674016","0","0.9968847352024922","0.98989898989899","0.9782608695652174","0.929718875502008","12","19","21","0.7587683494450411","0.3701210763119308","0.6444966603938778","0.53","71","27","1","1","1.892495103193958E10","2.836484885331563E10","87.37701810166625","0","0.9971671388101983","0.9926470588235294","0.8333333333333334","0.9899396378269618","12","55","4","0.9019607843137255","0.376776970977108","0.6066829759444685","0.54","78","17","3","2","1.8781241565520355E10","3.393111686079245E10","85.47287611066292","0","0.9974293059125964","0.9302325581395349","0.625","0.9598393574297188","16","48","27","0.7730019493177388","0.4219562057250479","0.6272804251042684","0.63","76","16","5","3","1.6596228097541054E10","5.616448063135828E10","75.32193591555995","0","0.9973544973544973","0.8641975308641975","0.75","0.9393939393939394","17","96","45","0.810546875"
,"0.3175548488214211","0.5492759020921791","0.36","64","20","9","7","2.143217865571671E10","1.6554363850809992E10","93.61705950674016","0","0.9968847352024922","0.98989898989899","0.9782608695652174","0.929718875502008","12","19","21","0.7595238095238095","0.370121076311931","0.6444966603938775","0.53","70","28","1","1","1.856761853193958E10","2.8364848853315628E10","87.32485708342763","0","0.9971671388101983","0.9926470588235294","0.8333333333333334","0.9899396378269618","12","56","4","0.9015312791699346","0.3767769709771081","0.6066829759444686","0.54","78","17","3","2","1.8421256565520355E10","3.3931116860792458E10","85.47287611066292","0","0.9974293059125964","0.9302325581395349","0.625","0.9598393574297188","16","48","27","0.8113984674329503","0.4219562057250479","0.6272804251042686","0.63","76","16","5","3","1.624585809754106E10","5.616448063135828E10","75.26956414573249","0","0.9973544973544973","0.8641975308641975","0.75","0.9393939393939394","17","97","45","0.8111049107142857"
,"0.31755484882142115","0.5492759020921791","0.36","64","20","9","7","2.1106748655716705E10","1.6554363850809994E10","93.61705950674019","0","0.9968847352024922","0.98989898989899","0.9782608695652174","0.929718875502008","12","19","21","0.76005291005291","0.370121076311931","0.644496660393878","0.53","68","30","1","1","1.821184353193957E10","2.836484885331563E10","87.27269606518901","0","0.9971264367816092","0.9929078014184397","0.8333333333333334","0.9899396378269618","12","57","4","0.8993650793398692","0.3767769709771081","0.6066829759444687","0.54","78","17","3","2","1.8061271565520355E10","3.393111686079245E10","85.47287611066292","0","0.9974293059125964","0.9302325581395349","0.625","0.9598393574297188","16","48","27","0.8297229590333038","0.4219562057250481","0.6272804251042686","0.63","75","17","5","3","1.5895488097541058E10","5.616448063135827E10","75.21719237590504","0","0.9973544973544973","0.8641975308641975","0.75","0.9393939393939394","17","97","46","0.8598278388212454"
,"0.3067218186721827","0.549275902092179","0.33","64","20","9","7","2.4548392006899734E10","1.6554363850809998E10","93.61705950674016","0","0.9968847352024922","0.98989898989899","0.9782608695652174","0.929718875502008","12","19","21","0.76005291005291","0.35138114661750663","0.6181403285765916","0.48","70","28","1","1","2.134164213907349E10","2.9130806076404404E10","87.10723540400126","0","0.9970501474926253","0.9933333333333333","0.8333333333333334","0.9899396378269618","12","59","4","0.8831699346405228","0.3535178679649953","0.5652627330682211","0.44","75","20","3","2","2.113124240437497E10","3.4059726311162167E10","85.44490582480451","0","0.9974293059125964","0.9302325581395349","0.625","0.9598393574297188","16","49","27","0.841034391512963","0.4085145981401548","0.6185851669854192","0.6","76","15","6","3","1.853411351818961E10","5.676121586661836E10","75.11244883625012","0","0.9973190348525469","0.813953488372093","0.75","0.9292929292929293","17","99","46","0.8630233494377104"
