,"0.3000000000000005","0","0.37","17","54","13","16","4.440139847282987E9","0","98.4","0","0.9615384615384616","0.9960159362549801","0.9920634920634921","0.8","0","1","1","0","0.3000000000000005","0","0.29","12","54","19","15","9.440095034277533E9","0","98.79032258064517","0","0.9615384615384616","0.9960159362549801","0.9920634920634921","0.8064516129032258","0","3","2","0","0.3000000000000005","0","0.41","14","60","15","11","1.9420365537493324E10","0","98.58585858585859","0","0.9615384615384616","0.9959514170040485","0.992","0.797979797979798","1","2","1","0","0.3000000000000005","0","0.35","15","57","18","10","2.9431798385058266E10","0","98.59154929577464","0","0.9615384615384616","0.9959839357429718","0.992","0.7987927565392354","0","3","0","0","0.3000000000000005","0","0.26","14","49","22","15","3.943486787275904E10","0","97.4","0","0.9615384615384616","0.9960159362549801","0.9920634920634921","0.8","2","1","4","0","0.3000000000000005","0","0.3","19","46","17","18","4.943439874073243E10","0","98.79275653923541","0","0.9615384615384616","0.996","0.9919354838709677","0.7987927565392354","0","1","1","0"
,"0.3000000000000005","0","0.37","20","49","15","16","4.2134123472829857E9","0","96.8","0","0.9883720930232558","0.996309963099631","0.9848484848484849","0.84","0","4","1","0","0.3000000000000005","0","0.29","18","48","19","15","9.223155034277533E9","0","97.98387096774194","0","0.9836065573770492","0.9962825278810409","0.9895833333333334","0.8528225806451613","0","5","2","0","0.3000000000000005","0","0.41","28","48","13","11","1.9187310537493313E10","0","97.17171717171718","0","0.9859154929577465","0.9966216216216216","0.9868421052631579","0.8888888888888888","1","5","2","0","0.3000000000000005","0","0.35","21","47","22","10","2.919693588505827E10","0","98.18913480885311","0","0.9868421052631579","0.9964664310954063","0.989010989010989","0.8993963782696177","0","4","1","0","0.3000000000000005","0","0.26","17","46","22","15","3.9217062872759026E10","0","95.4","0","0.9859154929577465","0.9959349593495935","0.990990990990991","0.85","3","3","6","0","0.3000000000000005","0","0.3","22","43","17","18","4.921255624073243E10","0","96.98189134808852","0","0.9895833333333334","0.9956521739130435","0.9880952380952381","0.8189134808853119","0","2","2","0"
,"0.3000000000000005","0","0.37","19","48","17","16","3.9835123472829847E9","0","94.8","0","0.9900990099009901","0.9959349593495935","0.9868421052631579","0.84","0","6","3","0","0.3000000000000005","0","0.29","21","44","20","15","8.996870034277529E9","0","96.5725806451613","0","0.989010989010989","0.99581589958159","0.9895833333333334","0.8528225806451613","0","7","4","0","0.3000000000000005","0","0.41","34","42","13","11","1.893095053749331E10","0","96.76767676767676","0","0.9928571428571429","0.9957805907172996","0.9848484848484849","0.8888888888888888","1","6","3","0","0.3000000000000005","0","0.35","28","41","21","10","2.895572838505826E10","0","96.17706237424547","0","0.9905660377358491","0.9957081545064378","0.990990990990991","0.8993963782696177","1","6","5","0","0.3000000000000005","0","0.26","17","46","22","15","3.899458537275904E10","0","94.6","0","0.9883720930232558","0.9956709956709957","0.990990990990991","0.85","3","5","8","0","0.3000000000000005","0","0.3","21","41","20","18","4.898604124073241E10","0","95.97585513078471","0","0.990990990990991","0.9953488372093023","0.9880952380952381","0.8189134808853119","0","5","2","0"
,"0.3000000000000005","0","0.37","11","54","19","16","3.756669847282985E9","0","94","0","0.9895833333333334","0.995850622406639","0.9883720930232558","0.84","0","7","4","0","0.3000000000000005","0","0.29","24","40","21","15","8.766662534277534E9","0","95.56451612903226","0","0.9905660377358491","0.9954337899543378","0.9900990099009901","0.8528225806451613","0","8","7","0","0.3000000000000005","0","0.41","38","38","13","11","1.8665245537493313E10","0","95.75757575757575","0","0.9941176470588236","0.9951690821256038","0.9848484848484849","0.8888888888888888","1","7","4","0","0.3000000000000005","0","0.35","30","39","21","10","2.8702868385058273E10","0","95.17102615694165","0","0.9928571428571429","0.9950980392156863","0.9905660377358491","0.8993963782696177","2","7","7","0","0.3000000000000005","0","0.26","17","46","22","15","3.877210787275903E10","0","94","0","0.9883720930232558","0.9956709956709957","0.990990990990991","0.85","3","7","8","0","0.3000000000000005","0","0.3","23","39","20","18","4.8763333740732414E10","0","93.96378269617706","0","0.9905660377358491","0.9951219512195122","0.98989898989899","0.8189134808853119","0","9","3","0"
,"0.31221239292751757","0","0.34","10","62","20","8","3.3678577472829857E9","15735240000","92.4","0","0.9821428571428571","0.996309963099631","0.9895833333333334","0.84","1","10","7","0","0.29721239292751744","0","0.35","30","40","18","12","8.353556534277533E9","10490160000","94.75806451612904","0","0.9917355371900827","0.9949748743718593","0.9905660377358491","0.8528225806451613","3","9","7","0","0.29421239292751755","0","0.37","48","33","12","7","1.821395373749332E10","8916636000","95.15151515151516","0","0.9947368421052631","0.9946524064171123","0.9848484848484849","0.8888888888888888","4","7","4","0","0.3032123929275175","0","0.33","36","39","18","7","2.8267536585058273E10","9965652000","94.76861167002012","0","0.9933333333333333","0.9948453608247423","0.9905660377358491","0.8993963782696177","2","8","7","0","0.31221239292751757","0","0.3","25","48","18","9","3.837293917275903E10","12063684000","92.8","0","0.9883720930232558","0.9956709956709957","0.990990990990991","0.85","6","9","8","0","0.30621239292751745","0","0.34","32","38","20","10","4.836234324073243E10","16259748000","92.5553319919517","0","0.9913793103448276","0.9948717948717949","0.98989898989899","0.8189134808853119","4","11","4","0"
,"0.31221239292751746","0","0.34","10","59","23","8","3.137282747282987E9","15735240000","91.88357521414498","0","0.9803921568627451","0.9967845659163987","0.9900990099009901","0.92","1","13","7","0","0.2972123929275176","0","0.35","30","40","18","12","8.100331534277532E9","10490160000","94.23747501425903","0","0.9933774834437086","0.9949748743718593","0.989010989010989","0.8830645161290323","3","10","8","0","0.2942123929275175","0","0.37","46","35","12","7","1.791569373749332E10","8916636000","94.80375435295959","0","0.99581589958159","0.9938650306748467","0.9836065573770492","0.9292929292929293","5","7","4","0","0.3032123929275176","0","0.33","37","38","18","7","2.7992466585058273E10","9965652000","94.59543099065894","0","0.9944444444444445","0.9948453608247423","0.989010989010989","0.9295774647887324","2","9","7","0","0.31221239292751757","0","0.3","26","44","21","9","3.812000167275903E10","12063684000","92.28357521414496","0","0.9920634920634921","0.995850622406639","0.989010989010989","0.91","6","10","8","0","0.3062123929275174","0","0.34","33","37","20","10","4.8102503240732376E10","16259748000","91.51624791578463","0","0.9937888198757764","0.9947368421052631","0.98989898989899","0.8993963782696177","5","14","6","0"
,"0.5012920287477755","0.6302654527341927","0.84","15","56","27","2","2.9089577472829857E9","15735240000","90.6507256424349","0","0.9803921568627451","0.9966216216216216","0.9913793103448276","0.92","1","17","10","0","0.46760716561429744","0.5679825756225998","0.84","54","29","13","4","7.847106534277533E9","10490160000","94.06394518030237","0","0.9933774834437086","0.9949748743718593","0.989010989010989","0.8830645161290323","4","10","8","0","0.4658149919236692","0.5720086633205061","0.86","74","18","4","4","1.762054873749332E10","8916636000","94.6298739536818","0","0.9956331877729258","0.9942196531791907","0.9836065573770492","0.9292929292929293","5","8","4","0","0.4736169569880416","0.5680152135350807","0.8","62","23","13","2","2.771583908505827E10","9965652000","93.90270827321423","0","0.9945945945945946","0.9947089947089947","0.989010989010989","0.9295774647887324","5","9","8","0","0.48996005579671953","0.5924922095640068","0.83","50","33","14","3","3.786775667275904E10","12063684000","91.59500883300494","0","0.9923664122137404","0.995475113122172","0.9905660377358491","0.91","6","11","11","0","0.49683251609514234","0.6354004105587502","0.84","62","21","13","4","4.784110574073242E10","16259748000","90.65034451897873","0","0.9939759036144579","0.9945945945945946","0.98989898989899","0.8993963782696177","5","18","7","0"
,"0.5012920287477752","0.6302654527341928","0.84","15","54","29","2","2.6608452472829876E9","15735240000","90.30644245186488","0","0.9868421052631579","0.99644128113879","0.9926470588235294","0.98","1","17","12","0","0.4676071656142976","0.5679825756225998","0.84","56","29","11","4","7.532751534277532E9","10490160000","93.8904153463457","0","0.996309963099631","0.9930555555555556","0.9848484848484849","0.9637096774193549","4","10","9","0","0.46581499192366904","0.572008663320506","0.86","78","14","4","4","1.726829373749332E10","8916636000","94.45599355440399","0","0.9972826086956522","0.9887640449438202","0.9523809523809523","0.9595959595959596","5","9","4","0","0.47664147793099637","0.5780969500115968","0.82","70","16","13","1","2.738402408505826E10","9965652000","93.00877831230875","0","0.9967741935483871","0.9912280701754386","0.9848484848484849","0.9798792756539235","6","13","8","0","0.48996005579671936","0.5924922095640067","0.83","57","27","13","3","3.755788167275905E10","12063684000","91.4228672377199","0","0.9960159362549801","0.9939759036144579","0.9859154929577465","0.97","6","12","11","0","0.4968325160951427","0.6354004105587504","0.84","66","16","14","4","4.751429074073242E10","16259748000","90.13080248089523","0","0.9967637540453075","0.9904761904761905","0.9848484848484849","0.959758551307847","5","20","8","0"
,"0.4803251020247734","0.6302654527341927","0.75","15","53","30","2","2.243272553646903E9","2.2588285272665916E10","89.79001766600985","0","0.9868421052631579","0.996309963099631","0.9931506849315068","0.98","1","17","15","0","0.4436402388912955","0.5679825756226","0.72","56","29","11","4","7.036444322264647E9","1.275021588309497E10","93.89041534634572","0","0.99644128113879","0.9930555555555556","0.9821428571428571","0.9637096774193549","4","10","9","0","0.441848065200667","0.5720086633205065","0.81","79","14","4","3","1.673209072548043E10","1.1176691883094969E10","94.2821131551262","0","0.9974226804123711","0.9855072463768116","0.9523809523809523","0.9595959595959596","5","10","4","0","0.4646745512079945","0.5780969500115966","0.74","72","14","13","1","2.6861878418629917E10","1.5462663742808933E10","92.6624169535864","0","0.9971428571428571","0.9873417721518988","0.9848484848484849","0.9899396378269618","8","13","8","0","0.4629931290737176","0.5924922095640067","0.74","61","23","13","3","3.7063268306330696E10","1.7035806942808935E10","90.90644245186489","0","0.9965034965034965","0.9926470588235294","0.9848484848484849","0.97","6","12","14","0","0.48186558937214075","0.6354004105587504","0.74","67","15","14","4","4.7011797147096344E10","2.311279327266592E10","89.92959523743446","0","0.9969604863221885","0.9875","0.9859154929577465","0.959758551307847","5","21","9","0"
,"0.48032510202477335","0.6302654527341927","0.75","15","53","30","2","2.0014675536469033E9","2.2588285272665924E10","89.04919944532813","0","0.9210526315789473","0.9962406015037594","0.9933774834437086","0.97","1","18","19","0","0.4436402388912954","0.5679825756225998","0.72","56","29","11","4","6.717474322264645E9","1.2750215883094969E10","93.89041534634572","0","0.99644128113879","0.9930555555555556","0.9821428571428571","0.9637096774193549","4","10","9","0","0.4418480652006671","0.5720086633205061","0.81","79","14","4","3","1.636954822548043E10","1.117669188309497E10","94.25397335238378","0","0.9974554707379135","0.9855072463768116","0.9523809523809523","0.9696969696969697","5","11","4","0","0.4646745512079945","0.5780969500115969","0.74","72","14","13","1","2.6511988418629917E10","1.5462663742808933E10","92.6624169535864","0","0.9972222222222222","0.9855072463768116","0.9848484848484849","0.9899396378269618","8","13","8","0","0.4629931290737175","0.5924922095640067","0.74","61","23","13","3","3.673551080633069E10","1.7035806942808933E10","90.85072564243491","0","0.9967320261437909","0.9913793103448276","0.9848484848484849","0.97","6","12","16","0","0.4818655893721406","0.6354004105587502","0.74","68","14","14","4","4.667794464709632E10","2.311279327266592E10","89.75251068124598","0","0.9970059880239521","0.9866666666666667","0.9859154929577465","0.959758551307847","5","22","10","0"
,"0.48032510202477335","0.6302654527341924","0.75","14","55","29","2","1.7637200536469026E9","2.258828527266592E10","88.28052281993145","0","0.8552631578947368","0.9962406015037594","0.9933774834437086","0.96","1","20","22","0","0.44364023889129534","0.5679825756226","0.72","56","29","11","4","6.398504322264644E9","1.275021588309497E10","93.56361525260813","0","0.99644128113879","0.9930555555555556","0.9821428571428571","0.9637096774193549","4","11","10","0","0.4418480652006674","0.5720086633205063","0.81","80","13","4","3","1.6007005725480433E10","1.117669188309497E10","94.25397335238381","0","0.9974554707379135","0.9855072463768116","0.9523809523809523","0.9696969696969697","5","11","4","0","0.46467455120799445","0.5780969500115968","0.74","74","15","10","1","2.616209841862992E10","1.5462663742808931E10","92.48533239739791","0","0.9972222222222222","0.9855072463768116","0.9848484848484849","0.9899396378269618","8","15","8","0","0.46299312907371737","0.5924922095640067","0.74","62","22","13","3","3.640775330633068E10","1.7035806942808935E10","90.23021266117453","0","0.9967320261437909","0.9913793103448276","0.9848484848484849","0.97","6","15","18","0","0.48186558937214047","0.6354004105587504","0.74","70","12","14","4","4.634253464709634E10","2.311279327266592E10","89.57542612505752","0","0.9970501474926253","0.9857142857142858","0.9859154929577465","0.959758551307847","5","22","12","0"
,"0.48032510202477346","0.6302654527341925","0.75","12","57","29","2","1.5373950536469033E9","2.2588285272665924E10","87.8766423663651","0","0.704225352112676","0.9782608695652174","0.9931506849315068","0.93","1","22","25","0","0.44520235558479304","0.5731896312675928","0.72","55","31","10","4","6.079534322264646E9","1.275021588309497E10","93.41425674037392","0","0.99644128113879","0.9930555555555556","0.9821428571428571","0.9637096774193549","4","11","10","0","0.441848065200667","0.5720086633205059","0.81","81","12","4","3","1.5642905725480429E10","1.1176691883094969E10","94.25397335238378","0","0.9974874371859297","0.984375","0.9523809523809523","0.9696969696969697","5","11","4","0","0.46467455120799456","0.5780969500115967","0.74","77","13","9","1","2.5806843418629925E10","1.5462663742808935E10","91.88910042904243","0","0.9972972972972973","0.9864864864864865","0.9803921568627451","0.9899396378269618","9","16","10","0","0.4629931290737176","0.5924922095640067","0.74","64","20","13","3","3.6078438306330696E10","1.7035806942808935E10","89.48939444049279","0","0.9967845659163987","0.990990990990991","0.9848484848484849","0.97","7","15","21","0","0.48186558937214075","0.6354004105587504","0.74","73","12","11","4","4.600400964709632E10","2.3112793272665916E10","89.27731014087976","0","0.997134670487106","0.9833333333333333","0.9859154929577465","0.959758551307847","5","22","14","0"
,"0.46736808130678986","0.6302654527341928","0.72","12","53","33","2","1.151373572562357E9","2.8604618763414356E10","87.50062031751376","0.008","0.7377049180327869","0.9790209790209791","0.9931506849315068","0.94","1","23","28","0","0.4202453348668099","0.5731896312675926","0.66","56","32","9","3","5.585269109370657E9","1.4454101090533504E10","93.23681515887057","0","0.9963768115942029","0.9935064935064936","0.9803921568627451","0.9637096774193549","4","12","11","0","0.4108910444826837","0.5720086633205059","0.71","81","12","4","3","1.5100147463026989E10","1.2028634486814236E10","93.95465285917906","0","0.9975186104218362","0.9830508474576272","0.9523809523809523","0.9696969696969697","5","13","4","0","0.439717530490011","0.5780969500115967","0.68","78","12","9","1","2.5272258812496323E10","1.7483124253431725E10","91.88910042904243","0","0.9974025974025974","0.984375","0.9782608695652174","0.9899396378269618","9","16","10","0","0.435036108355734","0.5924922095640067","0.66","63","21","13","3","3.5575620499316E10","2.0760152660870262E10","89.48939444049284","0","0.9968847352024922","0.9900990099009901","0.9848484848484849","0.97","7","15","21","0","0.45690856865415713","0.6354004105587502","0.69","73","11","12","4","4.548959805257914E10","2.481667848010445E10","89.27731014087978","0","0.9972527472527473","0.9833333333333333","0.9821428571428571","0.959758551307847","5","22","14","0"
,"0.46736808130678986","0.6302654527341925","0.72","10","51","37","2","9.473560725623567E8","2.860461876341436E10","87.11015748685647","0.008","0.7377049180327869","0.8646616541353384","0.9036144578313253","0.85","1","24","33","0","0.42024533486680987","0.5731896312675925","0.66","54","34","9","3","5.262299109370658E9","1.4454101090533504E10","93.23681515887057","0","0.996415770609319","0.9937106918238994","0.9782608695652174","0.969758064516129","4","12","11","0","0.4108910444826839","0.5720086633205063","0.71","81","12","4","3","1.4734489963026987E10","1.2028634486814238E10","93.82583909117466","0","0.9975186104218362","0.9830508474576272","0.9523809523809523","0.9696969696969697","5","14","4","0","0.4397175304900112","0.5780969500115968","0.68","78","12","9","1","2.4910023812496334E10","1.7483124253431725E10","91.76080502630164","0","0.9974358974358974","0.9830508474576272","0.9782608695652174","0.9899396378269618","9","17","10","0","0.43503610835573414","0.5924922095640066","0.66","66","18","13","3","3.5244747999316E10","2.0760152660870262E10","89.46153603577783","0","0.9968354430379747","0.9905660377358491","0.9848484848484849","0.97","7","15","22","0","0.45690856865415713","0.6354004105587504","0.69","77","8","11","4","4.514490055257913E10","2.481667848010445E10","88.94054351992669","0","0.9972527472527473","0.9821428571428571","0.9833333333333333","0.959758551307847","5","23","17","0"
,"0.46736808130678975","0.6302654527341927","0.72","10","48","40","2","7.685685725623568E8","2.8604618763414356E10","86.73079550066842","0.008","0.49019607843137253","0.80078125","0.8602150537634409","0.78","1","24","36","0","0.42024533486681015","0.5731896312675926","0.66","44","42","11","3","4.942444109370656E9","1.4454101090533504E10","93.23681515887057","0","0.9962825278810409","0.9940828402366864","0.9782608695652174","0.969758064516129","4","12","11","0","0.4108910444826837","0.572008663320506","0.71","83","10","4","3","1.4368832463026989E10","1.2028634486814238E10","93.49500512115006","0","0.9975186104218362","0.9830508474576272","0.9523809523809523","0.9696969696969697","6","14","4","0","0.4397175304900111","0.5780969500115968","0.68","78","12","9","1","2.454778881249632E10","1.7483124253431725E10","91.63250962356086","0","0.9974358974358974","0.9830508474576272","0.9782608695652174","0.9899396378269618","9","17","11","0","0.435036108355734","0.5924922095640067","0.66","66","21","10","3","3.490920299931599E10","2.0760152660870262E10","89.28217404958981","0","0.9969788519637462","0.989010989010989","0.9848484848484849","0.97","7","16","23","0","0.4569085686541573","0.6354004105587503","0.69","78","8","10","4","4.4793223052579155E10","2.481667848010445E10","88.94054351992669","0","0.9973958333333334","0.975609756097561","0.9818181818181818","0.959758551307847","5","23","17","0"
,"0.4673680813067898","0.6302654527341924","0.72","6","50","42","2","6.255310725623568E8","2.860461876341436E10","86.16885662350737","0.008","0.49019607843137253","0.5394190871369294","0.8208955223880597","0.64","1","26","39","0","0.4202453348668098","0.5731896312675926","0.66","42","45","10","3","4.639664109370656E9","1.4454101090533503E10","92.97970703321663","0","0.9954337899543378","0.9952153110047847","0.9821428571428571","0.969758064516129","4","14","11","0","0.4108910444826841","0.5720086633205061","0.71","84","9","4","3","1.400005996302699E10","1.2028634486814238E10","93.49500512115006","0","0.9975786924939467","0.9795918367346939","0.9523809523809523","0.9696969696969697","6","14","4","0","0.4397175304900111","0.5780969500115967","0.68","80","12","7","1","2.418555381249631E10","1.7483124253431725E10","91.63250962356085","0","0.9974358974358974","0.9830508474576272","0.9782608695652174","0.9899396378269618","9","17","11","0","0.43503610835573403","0.5924922095640069","0.66","71","17","9","3","3.4571407999315994E10","2.0760152660870262E10","89.15464841926546","0","0.9969788519637462","0.9905660377358491","0.9803921568627451","0.97","7","17","23","0","0.456908568654157","0.6354004105587505","0.69","81","7","8","4","4.443923805257915E10","2.481667848010445E10","88.9405435199267","0","0.9974293059125964","0.975609756097561","0.98","0.959758551307847","5","23","17","0"
,"0.4617231266484657","0.6302654527341925","0.72","6","53","39","2","4.315216435758911E8","3.4182213525589417E10","85.3790593416313","0.082","0.16129032258064516","0.41832669322709165","0.6635071090047393","0.5","2","29","42","0","0.40260038020848576","0.5731896312675926","0.61","38","49","10","3","4.1643604404773517E9","1.6132215008036594E10","92.5940448447357","0","0.9952153110047847","0.9955357142857143","0.9803921568627451","0.969758064516129","4","15","12","0","0.38424608982435976","0.5720086633205063","0.65","84","9","4","3","1.3453495618173832E10","1.3225530453815475E10","93.49500512115006","0","0.9976076555023924","0.9772727272727273","0.9523809523809523","0.9696969696969697","6","14","4","0","0.4190725758316872","0.5780969500115969","0.62","81","12","6","1","2.3645282323962997E10","1.815436982043296E10","91.63250962356084","0","0.9975","0.9830508474576272","0.9722222222222222","0.9899396378269618","9","17","11","0","0.41439115369741003","0.5924922095640067","0.56","72","17","8","3","3.405581066632598E10","2.23112546307898E10","88.89959715861676","0","0.9971910112359551","0.9883720930232558","0.9782608695652174","0.97","8","17","24","0","0.436263613995833","0.6354004105587503","0.64","84","6","6","4","4.391123943208664E10","2.636778045002399E10","88.68395271444511","0","0.9975247524752475","0.9722222222222222","0.975","0.959758551307847","6","23","18","0"
,"0.4617231266484656","0.6302654527341924","0.72","6","55","37","2","3.5827164357589096E8","3.4182213525589413E10","84.8023893008223","0.082","0","0.3007518796992481","0.4846938775510204","0.35","2","31","45","0","0.4026003802084858","0.5731896312675924","0.61","38","49","10","3","3.870175440477354E9","1.6132215008036596E10","92.15145481562762","0","0.9947089947089947","0.9959016393442623","0.9803921568627451","0.969758064516129","4","19","12","0","0.38424608982436","0.572008663320506","0.65","84","9","4","3","1.3083165618173828E10","1.3225530453815474E10","93.49500512115006","0","0.9976076555023924","0.9772727272727273","0.9523809523809523","0.9696969696969697","6","14","4","0","0.41907257583168706","0.5780969500115968","0.62","82","11","6","1","2.327612482396299E10","1.815436982043296E10","91.4116598706055","0","0.9975308641975309","0.9830508474576272","0.967741935483871","0.9899396378269618","9","19","11","0","0.4143911536974101","0.5924922095640067","0.56","72","17","8","3","3.370717066632598E10","2.23112546307898E10","88.71736046172231","0","0.997229916897507","0.9883720930232558","0.975609756097561","0.97","8","18","25","0","0.43626361399583324","0.6354004105587503","0.64","84","6","6","4","4.3544909432086655E10","2.6367780450023987E10","88.68395271444513","0","0.9976133651551312","0.967741935483871","0.9666666666666667","0.959758551307847","6","23","18","0"
,"0.4617231266484657","0.6302654527341928","0.72","6","55","37","2","3.0152164357589084E8","3.4182213525589417E10","84.45855392084536","0.082","0","0.2717391304347826","0.2956989247311828","0.26","2","32","48","0","0.40260038020848576","0.5731896312675928","0.61","39","48","10","3","3.575990440477352E9","1.6132215008036594E10","91.81951229379656","0","0.9946524064171123","0.9959349593495935","0.9803921568627451","0.969758064516129","4","22","12","0","0.38424608982436","0.5720086633205063","0.65","83","10","4","3","1.2712835618173824E10","1.3225530453815475E10","93.49500512115006","0","0.9976076555023924","0.9772727272727273","0.9523809523809523","0.9696969696969697","6","14","4","0","0.41907257583168706","0.5780969500115968","0.62","82","11","6","1","2.2905409823963E10","1.8154369820432964E10","91.38363330650594","0","0.9975609756097561","0.9814814814814815","0.967741935483871","0.9899396378269618","9","19","12","0","0.41439115369741","0.5924922095640067","0.56","72","17","8","3","3.335853066632599E10","2.23112546307898E10","88.62712278894111","0","0.997229916897507","0.9883720930232558","0.975609756097561","0.97","8","18","26","0","0.43626361399583324","0.6354004105587505","0.64","84","6","6","4","4.317857943208666E10","2.636778045002399E10","88.68395271444511","0","0.9976133651551312","0.967741935483871","0.9666666666666667","0.959758551307847","6","23","18","0"
,"0.4617231266484658","0.6302654527341928","0.72","6","55","37","2","2.657716435758909E8","3.4182213525589417E10","83.26844884109026","0.082","0","0.14492753623188406","0.24193548387096775","0.17","2","38","53","0","0.40260038020848554","0.5731896312675924","0.61","39","48","10","3","3.2802479404773536E9","1.6132215008036594E10","91.50725188329373","0","0.9947916666666666","0.995850622406639","0.9803921568627451","0.969758064516129","4","24","13","0","0.38424608982436","0.5720086633205059","0.65","83","10","4","3","1.234406311817383E10","1.3225530453815475E10","93.49500512115006","0","0.9975786924939467","0.9795918367346939","0.9523809523809523","0.9696969696969697","6","14","4","0","0.41907257583168706","0.5780969500115967","0.62","85","9","5","1","2.2534694823962986E10","1.8154369820432964E10","91.38363330650589","0","0.9975609756097561","0.9814814814814815","0.967741935483871","0.9899396378269618","9","19","12","0","0.4143911536974102","0.5924922095640067","0.56","71","18","8","3","3.3009890666325993E10","2.2311254630789795E10","88.4075981345035","0","0.997229916897507","0.9883720930232558","0.975609756097561","0.97","8","20","26","0","0.4362636139958331","0.63540041055875","0.64","84","6","6","4","4.2812249432086655E10","2.636778045002399E10","88.68395271444508","0","0.9976133651551312","0.967741935483871","0.9666666666666667","0.959758551307847","6","23","18","0"
,"0.4477896016425625","0.6302654527341924","0.66","6","55","37","2","2.0793598551999062E8","4.210027353248482E10","82.13116830323503","0.198","0","0.09057971014492754","0.24193548387096775","0.14","2","41","61","0","0.3916668552025822","0.5731896312675925","0.54","41","46","10","3","2.8122413049546876E9","1.9760431921849056E10","91.20449707039995","0","0.9947916666666666","0.995850622406639","0.9803921568627451","0.969758064516129","5","26","14","0","0.3613125648184563","0.5720086633205061","0.57","83","10","4","3","1.1799056273320663E10","1.3225530453815474E10","93.49500512115006","0","0.9975786924939467","0.9795918367346939","0.9523809523809523","0.9696969696969697","6","14","4","0","0.3961390508257836","0.5780969500115968","0.59","85","9","5","1","2.1985606852774307E10","1.8805291810318592E10","91.3836333065059","0","0.9976470588235294","0.9772727272727273","0.9615384615384616","0.9899396378269618","9","19","12","0","0.3944576286915066","0.5924922095640068","0.51","73","18","6","3","3.2494533141880455E10","2.3678373428374676E10","88.3797397297885","0","0.9971910112359551","0.989010989010989","0.975609756097561","0.97","8","20","27","0","0.41333008898992973","0.6354004105587502","0.57","83","6","7","4","4.227807831159417E10","2.6367780450023987E10","88.6839527144451","0","0.9976133651551312","0.967741935483871","0.9666666666666667","0.959758551307847","6","23","18","0"
,"0.4477896016425622","0.6302654527341925","0.66","6","54","38","2","1.8218598551999077E8","4.210027353248481E10","80.96259477186098","0.198","0","0.07246376811594203","0.24193548387096775","0.13","2","49","66","0","0.39166685520258254","0.5731896312675925","0.54","41","46","10","3","2.517441304954688E9","1.9760431921849056E10","90.9273310864175","0","0.9702970297029703","0.9956709956709957","0.9803921568627451","0.9596774193548387","5","29","14","0","0.36131256481845647","0.572008663320506","0.57","83","10","4","3","1.1430283773320667E10","1.3225530453815474E10","93.49500512115006","0","0.9975786924939467","0.9795918367346939","0.9523809523809523","0.9696969696969697","6","14","4","0","0.39613905082578343","0.5780969500115968","0.59","85","9","5","1","2.160946935277431E10","1.8805291810318592E10","91.38363330650589","0","0.9976470588235294","0.9772727272727273","0.9615384615384616","0.9899396378269618","9","19","12","0","0.3944576286915064","0.5924922095640067","0.51","73","18","6","3","3.2142835641880455E10","2.3678373428374672E10","88.21279204956465","0","0.9972677595628415","0.989010989010989","0.967741935483871","0.97","8","22","27","0","0.41333008898992957","0.6354004105587502","0.57","84","6","6","4","4.1914055811594154E10","2.6367780450023994E10","88.56088257836544","0","0.9975845410628019","0.967741935483871","0.9714285714285714","0.959758551307847","6","23","20","0"
,"0.4477896016425623","0.6302654527341924","0.66","6","53","39","2","1.6943598551999074E8","4.210027353248482E10","79.57969050111048","0.198","0","0.055350553505535055","0.07853403141361257","0.06","2","55","71","0","0.39166685520258226","0.5731896312675926","0.54","39","47","11","3","2.2226413049546866E9","1.9760431921849052E10","90.4554249221292","0","0.9702970297029703","0.9956709956709957","0.9803921568627451","0.9596774193548387","5","33","14","0","0.3613125648184563","0.5720086633205063","0.57","83","10","4","3","1.1061511273320671E10","1.3225530453815474E10","93.49500512115006","0","0.9975786924939467","0.9795918367346939","0.9523809523809523","0.9696969696969697","6","14","4","0","0.39613905082578355","0.5780969500115968","0.59","85","9","5","1","2.1233331852774307E10","1.8805291810318592E10","91.38363330650591","0","0.9976470588235294","0.9772727272727273","0.9615384615384616","0.9899396378269618","9","19","12","0","0.3944576286915066","0.5924922095640065","0.51","76","16","5","3","3.1791138141880466E10","2.3678373428374676E10","88.02384542846825","0","0.9972677595628415","0.989010989010989","0.967741935483871","0.97","8","24","27","0","0.41333008898992973","0.6354004105587504","0.57","84","6","6","4","4.154772581159416E10","2.636778045002399E10","88.56088257836544","0","0.9976076555023924","0.967741935483871","0.967741935483871","0.959758551307847","6","23","20","0"
